"CategoryGrid_productImg_container__Ga1ll href","sc-kDvujY src 2","CategoryGrid_product_name__3nYsN","CategoryGrid_product_price__Svf8T"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/brite-machine-washing-powder-1kg/12633656","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1704707882591.jpg&w=3840&q=75","Brite Machine Washing Powder 1KG","Rs. 619"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/ariel-powder-1.8kg-touch-of-downy/12636940","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12636940-0-M.jpg&w=3840&q=75","Ariel Powder 1.8KG Touch of Downy","Rs. 1,112"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/sunlight-2in1-washing-powder-green-500gm/59881292","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1710160063345.jpg&w=3840&q=75","Sunlight 2in1 Washing Powder Green 500GM","Rs. 150"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/sunlight-2in1-washing-powder-pink-500gm/60451693","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1710160588633.jpg&w=3840&q=75","Sunlight 2in1 Washing Powder Pink 500GM","Rs. 150"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/rin-washing-powder-1kg/95708725","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1728019851407.jpg&w=3840&q=75","Rin Washing Powder 1KG","Rs. 385"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/sunlight-powder-pink-4kg/41038633","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1711434695342.jpg&w=3840&q=75","Sunlight Powder Pink 4Kg","Rs. 999"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/ariel-washing-powder-machine-expert-900gm/12638774","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12638774-0-M.jpg&w=3840&q=75","Ariel Washing Powder Machine Expert 900GM","Rs. 940"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/breeo-detergent-500g/12639662","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12639662-0-M.jpg&w=3840&q=75","Breeo Detergent 500g","Rs. 265"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/breeo-detergent-20g/12639666","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12639666-0-M.jpg&w=3840&q=75","Breeo Detergent 20g","Rs. 55"
"https://www.metro-online.pk/detail/household/laundry/detergents-and-laundry-soaps/brite-maximum-power-washing-powder-65gm/12639850","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12639850-0-M.jpg&w=3840&q=75","Brite Maximum Power Washing Powder 65GM","Rs. 120"
